"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
inj_loc_extnord_makary,ctr_page_2,,dropdown,"In which health area of the Makary health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Makary (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Afadé | 2, Amchilga | 3, Biamo | 4, Bodo | 5, Bomboyo | 6, Fotokol | 7, Makary | 8, Ngouma | 9, Sagme | 10, Woulky | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""15""",,,,,," @HIDDEN"
inj_loc_extnord_maroua1,ctr_page_2,,dropdown,"In which health area of the Maroua-1 health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Maroua-1 (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Beguele | 2, Domayo 2 | 3, Domayo Djarma | 4, Domayo Kamanjo Igama | 5, Katoual | 6, Makabaye | 7, Meskmanjo ine | 8, Ngassa | 9, Ourotchede | 10, Palar | 11, Salak | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""16""",,,,,," @HIDDEN"
inj_loc_extnord_maroua2,ctr_page_2,,dropdown,"In which health area of the Maroua-2 health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Maroua-2 (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Dogba | 2, Doualare | 3, Founangue | 4, Kossewa | 5, Lopere | 6, Papata | 7, Zokok | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""17""",,,,,," @HIDDEN"
inj_loc_extnord_maroua3,ctr_page_2,,dropdown,"In which health area of the Maroua-3 health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Maroua-3 (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Birio | 2, Dargala | 3, Djarengol Kodek | 4, Djoulgouf | 5, Dougoi | 6, Kaewo | 7, Kengola | 8, Kodek | 9, Ouro Zangui | 10, Yoldeo | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""18""",,,,,," @HIDDEN"
inj_loc_extnord_meri,ctr_page_2,,dropdown,"In which health area of the Meri health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Meri (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Doulek | 2, Doumrou | 3, Douvangar | 4, Godola | 5, Kalliao | 6, Magawa | 7, Marnguirdla | 8, Meftek Ouazzang | 9, Meri | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""19""",,,,,," @HIDDEN"
inj_loc_extnord_mindif,ctr_page_2,,dropdown,"In which health area of the Mindif health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Mindif (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Djappai | 2, Doyang | 3, Loubour | 4, Maoudine | 5, Matfai | 6, Mendeo | 7, Mindif | 8, Modjombodi | 9, Mogom | 10, Yakang | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""20""",,,,,," @HIDDEN"
inj_loc_extnord_mogode,ctr_page_2,,dropdown,"In which health area of the Mogode health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Mogode (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Houpou | 2, Kila | 3, Kortchi | 4, Kossehone | 5, Mogode | 6, Rhumsiki | 7, Rhumzou | 8, Sir | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""21""",,,,,," @HIDDEN"
inj_loc_extnord_mokolo,ctr_page_2,,dropdown,"In which health area of the Mokolo health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Mokolo (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Gadala | 2, Goudour | 3, Magoumaz | 4, Mandaka Chechem | 5, Minawao | 6, Mokolo 1 | 7, Mokolo 2 | 8, Mokong | 9, Ouro Tada | 10, Toufou | 11, Tourou | 12, Vouzod | 13, Zamay | 14, Ziling | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""22""",,,,,," @HIDDEN"
inj_loc_extnord_mora,ctr_page_2,,dropdown,"In which health area of the Mora health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Mora (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Aissa Hardé | 2, Bounderi | 3, Djaoundé | 4, Godigong | 5, Gujimdele | 6, Kossa | 7, Kourgui | 8, Magdeme | 9, Mangavé - Dalil | 10, Massare | 11, Mora | 12, Méhé | 13, Mémé | 14, Oudjilla | 15, Podoko Nord | 16, Tala Mokolo | 17, Waza | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""23""",,,,,," @HIDDEN"
inj_loc_extnord_moulvouday,ctr_page_2,,dropdown,"In which health area of the Moulvoudaye health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Moulvoudaye (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Daram | 2, Gobio | 3, Goudoum | 4, Guego | 5, Guidiguis | 6, Guirling | 7, Horlong | 8, Kofide | 9, Kolara | 10, Korre | 11, Manga | 12, Moulvoudaye | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""24""",,,,,," @HIDDEN"
inj_loc_extnord_moutourwa,ctr_page_2,,dropdown,"In which health area of the Moutourwa health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Moutourwa (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Damai | 2, Foulou | 3, Gawel | 4, Loulou | 5, Mouda | 6, Moutourwa | 7, Titing | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""25""",,,,,," @HIDDEN"
inj_loc_extnord_pette,ctr_page_2,,dropdown,"In which health area of the Pette health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Pette (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Alagarno | 2, Djaoude | 3, Djoutabembal | 4, Doubbel | 5, Fadare | 6, Malam Petel | 7, Petté | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""26""",,,,,," @HIDDEN"
inj_loc_extnord_roua,ctr_page_2,,dropdown,"In which health area of the Roua health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Roua (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Madakonai | 2, Mambéza | 3, Medere | 4, Midre | 5, Ndimche | 6, Roua | 7, Soulede | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""27""",,,,,," @HIDDEN"
inj_loc_extnord_tokombere,ctr_page_2,,dropdown,"In which health area of the Tokombéré health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Tokombéré (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Kotraba | 2, Mada-Kolkoch | 3, Madakonai | 4, Makalingaï | 5, Mambéza | 6, Mangavé - Dalil | 7, Mokio | 8, Mémé | 9, Ouldeme | 10, Palbara | 11, Tokombéré 1 | 12, Tokombéré 2 | 13, Warba | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""28""",,,,,," @HIDDEN"
inj_loc_extnord_vele,ctr_page_2,,dropdown,"In which health area of the Vele health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Vele (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Bengue Palam | 2, Djafga | 3, Doreissou | 4, Gabaraye | 5, Kai Kai | 6, Kartoua | 7, Kouromokdaye | 8, Madalam | 9, Vele | 10, Widigue | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""29""",,,,,," @HIDDEN"
inj_loc_extnord_yagoua,ctr_page_2,,dropdown,"In which health area of the Yagoua health district (Extreme North Region) did the injury occur? 

Dans quelle aire de santé du district de santé Yagoua (région de santé - Extrême Nord) le traumatisme est il survenu?","1, Bougaye | 2, Dana | 3, Datcheka | 4, Djongdong | 5, Gobio | 6, Guissia | 7, Hougno | 8, Kalfou | 9, Mass Gaya | 10, Moulvoudaye | 11, Vada Toukou | 12, Viri | 13, Vounaloum | 14, Yagoua | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""4"" and [injurydistrict_extremenord] = ""30""",,,,,," @HIDDEN"
injurydistrict_littoral,ctr_page_2,,dropdown,"In which health district (Littoral Region) did the injury occur? 

Dans quel district de santé (Région du Littoral) le traumatisme est il survenu?","1, Abo | 2, Bangue | 3, Boko | 4, Bonassama | 5, Cite Des Palmiers | 6, Deido | 7, Dibombari | 8, Edea | 9, Japoma | 10, Logbaba | 11, Loum | 12, Manjo | 13, Manoka | 14, Mbanga | 15, Melong | 16, Ndom | 17, New Bell | 18, Ngambe | 19, Njombe Penja | 20, Nkondjock | 21, Nkongsamba | 22, Nylon | 23, Pouma | 24, Yabassi | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5""",,,,,," @HIDDEN"
inj_loc_litt_abo,ctr_page_2,,dropdown,"In which health area of the Abo health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Abo (région de santé - Littoral) le traumatisme est il survenu?","1, Bessounkang | 2, Mangamba | 3, Miang | 4, Nono | 5, Souza | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""1""",,,,,," @HIDDEN"
inj_loc_litt_bangue,ctr_page_2,,dropdown,"In which health area of the Bangue health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Bangue (région de santé - Littoral) le traumatisme est il survenu?","1, Bangue | 2, Bonamoussadi | 3, Kotto | 4, Logbessou 1 | 5, Logpom Makepe | 6, Makepe Missoke | 7, Massoumbou | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""2""",,,,,," @HIDDEN"
inj_loc_litt_boko,ctr_page_2,,dropdown,"In which health area of the Boko health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Boko (région de santé - Littoral) le traumatisme est il survenu?","1, Bobongo | 2, Boko Plage | 3, Boko Plateau | 4, Cité Berge | 5, Mbanga Pongo | 6, Newton Airport | 7, Ngodi Bakoko | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""3""",,,,,," @HIDDEN"
inj_loc_litt_bonassama,ctr_page_2,,dropdown,"In which health area of the Bonassama health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Bonassama (région de santé - Littoral) le traumatisme est il survenu?","1, Bilingue | 2, Bojongo | 3, Bonamikano | 4, Bonassama | 5, Bonendalé | 6, Djebale | 7, Grand Hangar | 8, Mambanda | 9, Ngwele | 10, Nkomba | 11, Sodiko | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""4""",,,,,," @HIDDEN"
inj_loc_litt_citepalmiers,ctr_page_2,,dropdown,"In which health area of the Cité des Palmiers health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Cité des Palmiers (région de santé - Littoral) le traumatisme est il survenu?","1, Cité des Palmiers | 2, Dikahe | 3, Genie Madiba | 4, Logbessou 2 | 5, Manéke | 6, Ndogbong-CP | 7, Ndoghem 2 | 8, Nyalla-CP | 9, Sodikombo | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""5""",,,,,," @HIDDEN"
inj_loc_litt_deido,ctr_page_2,,dropdown,"In which health area of the Deido health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Deido (région de santé - Littoral) le traumatisme est il survenu?","1, Akwa 1 | 2, Akwa 2 | 3, Akwa 3 | 4, Akwa Nord | 5, Bessengue | 6, Bonanjo | 7, Bépanda TSF | 8, Bépanda omnisports | 9, Cité Sic | 10, Deido | 11, Grand Moulin | 12, Ndogbong | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""6""",,,,,," @HIDDEN"
inj_loc_litt_dibombari,ctr_page_2,,dropdown,"In which health area of the Dibombari health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Dibombari (région de santé - Littoral) le traumatisme est il survenu?","1, Bekoko | 2, Bomono | 3, Dibombari | 4, Nkapa | 5, Yabea | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""7""",,,,,," @HIDDEN"
inj_loc_litt_edea,ctr_page_2,,dropdown,"In which health area of the Edea health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Edea (région de santé - Littoral) le traumatisme est il survenu?","1, Beon | 2, Dehane | 3, Delangue | 4, Dizangue | 5, Elogbele | 6, Logbadjeck | 7, Makondo | 8, Malimba | 9, Mouanko | 10, Ngonga | 11, Plateau administratif | 99, Unknown",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""8""",,,,,," @HIDDEN"
inj_loc_litt_japoma,ctr_page_2,,dropdown,"In which health area of the Japoma health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Japoma (région de santé - Littoral) le traumatisme est il survenu?","1, Bwang | 2, Japoma | 3, Kambo | 4, Mbanga | 5, Nkembe | 6, Nyalla | 7, Yambong | 8, Yassa | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""9""",,,,,," @HIDDEN"
inj_loc_litt_logbaba,ctr_page_2,,dropdown,"In which health area of the Logbaba health district (Littoral Region) did the injury occur? 

Dans quelle aire de santé du district de santé Logbaba (région de santé - Littoral) le traumatisme est il survenu?","1, Kongui | 2, Logbaba Centre | 3, Logbaba Plateau | 4, Mboppi | 5, Ndogbati | 6, Ndogpassi 1 | 7, Ndogpassi 2 | 8, Ndogsimbi | 9, Ndokoti | 10, St. Michael | 99, Unknown / Inconnue",,,,,,"[ctr_login(0)] = '0' and [ctr_login(1)] = '0' and [ctr_login(2)] = '1' and [ctr_login(3)] = '1' and [ctr_login(4)] = '0' and [ctr_login(5)] = '0' and [ctr_login(6)] = '1' and [ctr_login(7)] = '0' and [ctr_login(8)] = '0' and [ctr_login(9)] = '0' and [injuryregion] = ""5"" and [injurydistrict_littoral] = ""10""",,,,,," @HIDDEN"
